cycle_number,max_capacity_in_Ah,mean_temperature_in_C,max_abs_current_in_A,c_rate,nominal_capacity_Ah,depth_of_discharge,depth_of_charge,anode_material,cathode_material,electrolyte_material,cell_id,SOH,source_file
174,0.7349914,25,4.0000372,4.0000372,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-2-22,0.851772077,NA-ion_270040-7-2-22
175,0.7343258,25,4.0000362,4.0000362,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-2-22,0.851000722,NA-ion_270040-7-2-22
176,0.7332141,25,4.0000467,4.0000467,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-2-22,0.849712387,NA-ion_270040-7-2-22
177,0.732438,25,4.0000486,4.0000486,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-2-22,0.848812975,NA-ion_270040-7-2-22
178,0.7315481,25,4.0000625,4.0000625,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-2-22,0.847781681,NA-ion_270040-7-2-22
179,0.7308826,25,4.0000696,4.0000696,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-2-22,0.847010442,NA-ion_270040-7-2-22
1,0.8995242,25,6.0002127,6.0002127,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
2,0.9070353,25,6.0002785,6.0002785,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
3,0.9080197,25,6.0003109,6.0003109,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
4,0.9080234,25,6.0002885,6.0002885,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
5,0.9075262,25,6.0002923,6.0002923,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
6,0.9068558,25,6.0002832,6.0002832,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
7,0.9065302,25,6.000258,6.000258,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
8,0.9060267,25,6.0002995,6.0002995,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
9,0.9056877,25,6.0003147,6.0003147,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
10,0.905358,25,6.0002494,6.0002494,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
11,0.9053566,25,6.000226,6.000226,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
12,0.904856,25,6.0002675,6.0002675,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
13,0.9046893,25,6.0002513,6.0002513,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
14,0.9045217,25,6.000216,6.000216,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
15,0.9041794,25,6.0002289,6.0002289,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
16,0.903845,25,6.0002055,6.0002055,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
17,0.9036822,25,6.0001707,6.0001707,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
18,0.9035159,25,6.0001941,6.0001941,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
19,0.9033414,25,6.0002112,6.0002112,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
20,0.9030154,25,6.0001831,6.0001831,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
21,0.9026819,25,6.0002136,6.0002136,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
22,0.9025111,25,6.0002112,6.0002112,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
23,0.9021795,25,6.0002165,6.0002165,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
24,0.9020169,25,6.0001731,6.0001731,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
25,0.9018463,25,6.0001626,6.0001626,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
26,0.9015075,25,6.0002236,6.0002236,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
27,0.9013463,25,6.0001736,6.0001736,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
28,0.9011835,25,6.0002384,6.0002384,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
29,0.9010103,25,6.0002265,6.0002265,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
30,0.9006848,25,6.0001898,6.0001898,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
31,0.9003548,25,6.0002465,6.0002465,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
32,0.9000123,25,6.0002456,6.0002456,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
33,0.8998508,25,6.0002356,6.0002356,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
34,0.8996857,25,6.0002398,6.0002398,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,1,NA-ion_270040-7-3-21
35,0.8995131,25,6.0002413,6.0002413,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.99998766,NA-ion_270040-7-3-21
36,0.8991814,25,6.0001874,6.0001874,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.99961891,NA-ion_270040-7-3-21
37,0.898681,25,6.0001655,6.0001655,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.999062616,NA-ion_270040-7-3-21
38,0.8990047,25,6.0001912,6.0001912,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.999422472,NA-ion_270040-7-3-21
39,0.8983464,25,6.0001702,6.0001702,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.998690641,NA-ion_270040-7-3-21
40,0.8981833,25,6.000226,6.000226,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.998509323,NA-ion_270040-7-3-21
41,0.8978457,25,6.0002403,6.0002403,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.998134014,NA-ion_270040-7-3-21
42,0.8976815,25,6.0001788,6.0001788,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.997951473,NA-ion_270040-7-3-21
43,0.8973491,25,6.000236,6.000236,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.997581944,NA-ion_270040-7-3-21
44,0.8971783,25,6.0002332,6.0002332,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.997392066,NA-ion_270040-7-3-21
45,0.8970152,25,6.000186,6.000186,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.997210748,NA-ion_270040-7-3-21
46,0.8966809,25,6.0002265,6.0002265,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.996839107,NA-ion_270040-7-3-21
47,0.8965096,25,6.000216,6.000216,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.996648673,NA-ion_270040-7-3-21
48,0.8965145,25,6.0001717,6.0001717,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.99665412,NA-ion_270040-7-3-21
49,0.8961806,25,6.0001888,6.0001888,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.996282924,NA-ion_270040-7-3-21
50,0.896004,25,6.0001941,6.0001941,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.996086598,NA-ion_270040-7-3-21
51,0.895843,25,6.0002041,6.0002041,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.995907614,NA-ion_270040-7-3-21
52,0.8956817,25,6.0001831,6.0001831,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.995728297,NA-ion_270040-7-3-21
53,0.8953462,25,6.0002432,6.0002432,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.995355322,NA-ion_270040-7-3-21
54,0.8951831,25,6.0002584,6.0002584,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.995174004,NA-ion_270040-7-3-21
55,0.8950223,25,6.0002317,6.0002317,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.994995243,NA-ion_270040-7-3-21
56,0.8948478,25,6.0002956,6.0002956,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.994801252,NA-ion_270040-7-3-21
57,0.8946873,25,6.0002618,6.0002618,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.994622824,NA-ion_270040-7-3-21
58,0.8945228,25,6.0002179,6.0002179,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.994439949,NA-ion_270040-7-3-21
59,0.894353,25,6.0002513,6.0002513,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.994251183,NA-ion_270040-7-3-21
60,0.8940204,25,6.0002275,6.0002275,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.993881432,NA-ion_270040-7-3-21
61,0.8940194,25,6.0001874,6.0001874,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.99388032,NA-ion_270040-7-3-21
62,0.8938462,25,6.0002418,6.0002418,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.993687774,NA-ion_270040-7-3-21
63,0.8935146,25,6.0002756,6.0002756,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.993319135,NA-ion_270040-7-3-21
64,0.893519,25,6.0002584,6.0002584,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.993324026,NA-ion_270040-7-3-21
65,0.8933595,25,6.0002513,6.0002513,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.99314671,NA-ion_270040-7-3-21
66,0.8930188,25,6.0002923,6.0002923,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.992767954,NA-ion_270040-7-3-21
67,0.893026,25,6.0002275,6.0002275,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.992775959,NA-ion_270040-7-3-21
68,0.8928532,25,6.0002623,6.0002623,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.992583857,NA-ion_270040-7-3-21
69,0.8926833,25,6.000258,6.000258,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.992394979,NA-ion_270040-7-3-21
70,0.8923543,25,6.0002384,6.0002384,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.992029231,NA-ion_270040-7-3-21
71,0.8921895,25,6.0002537,6.0002537,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.991846023,NA-ion_270040-7-3-21
72,0.8920146,25,6.0002413,6.0002413,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.991651586,NA-ion_270040-7-3-21
73,0.8918509,25,6.000289,6.000289,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.991469601,NA-ion_270040-7-3-21
74,0.8916973,25,6.0002737,6.0002737,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.991298844,NA-ion_270040-7-3-21
75,0.8913629,25,6.0002909,6.0002909,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.990927092,NA-ion_270040-7-3-21
76,0.8913552,25,6.0002565,6.0002565,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.990918532,NA-ion_270040-7-3-21
77,0.8911946,25,6.0002632,6.0002632,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.990739993,NA-ion_270040-7-3-21
78,0.8910208,25,6.0002952,6.0002952,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.99054678,NA-ion_270040-7-3-21
79,0.890855,25,6.0002646,6.0002646,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.990362461,NA-ion_270040-7-3-21
80,0.8906893,25,6.0002456,6.0002456,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.990178252,NA-ion_270040-7-3-21
81,0.8903562,25,6.0003014,6.0003014,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.989807945,NA-ion_270040-7-3-21
82,0.8901838,25,6.0002551,6.0002551,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.989616288,NA-ion_270040-7-3-21
83,0.8901895,25,6.0002689,6.0002689,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.989622625,NA-ion_270040-7-3-21
84,0.8900183,25,6.0002584,6.0002584,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.989432302,NA-ion_270040-7-3-21
85,0.8896863,25,6.0002847,6.0002847,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.989063218,NA-ion_270040-7-3-21
86,0.8895277,25,6.0002804,6.0002804,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.988886903,NA-ion_270040-7-3-21
87,0.8893582,25,6.0002899,6.0002899,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.98869847,NA-ion_270040-7-3-21
88,0.8890191,25,6.0002723,6.0002723,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.988321493,NA-ion_270040-7-3-21
89,0.8888575,25,6.0002513,6.0002513,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.988141842,NA-ion_270040-7-3-21
90,0.8886869,25,6.0002432,6.0002432,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.987952186,NA-ion_270040-7-3-21
91,0.888521,25,6.0002661,6.0002661,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.987767755,NA-ion_270040-7-3-21
92,0.8881819,25,6.0001974,6.0001974,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.987390778,NA-ion_270040-7-3-21
93,0.8881851,25,6.000237,6.000237,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.987394336,NA-ion_270040-7-3-21
94,0.8880168,25,6.0002842,6.0002842,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.987207237,NA-ion_270040-7-3-21
95,0.8878557,25,6.0002208,6.0002208,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.987028142,NA-ion_270040-7-3-21
96,0.8876881,25,6.0002689,6.0002689,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.986841821,NA-ion_270040-7-3-21
97,0.887352,25,6.0002522,6.0002522,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.98646818,NA-ion_270040-7-3-21
98,0.8871844,25,6.0002508,6.0002508,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.986281859,NA-ion_270040-7-3-21
99,0.8870229,25,6.0002251,6.0002251,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.986102319,NA-ion_270040-7-3-21
100,0.886688,25,6.0002193,6.0002193,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.985730011,NA-ion_270040-7-3-21
101,0.8866874,25,6.0002775,6.0002775,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.985729344,NA-ion_270040-7-3-21
102,0.886518,25,6.0002432,6.0002432,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.985541023,NA-ion_270040-7-3-21
103,0.8861879,25,6.0002608,6.0002608,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.985174051,NA-ion_270040-7-3-21
104,0.8860267,25,6.0002708,6.0002708,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.984994845,NA-ion_270040-7-3-21
105,0.8858519,25,6.0002966,6.0002966,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.98480052,NA-ion_270040-7-3-21
106,0.8856876,25,6.0002265,6.0002265,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.984617868,NA-ion_270040-7-3-21
107,0.8853489,25,6.0002279,6.0002279,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.984241336,NA-ion_270040-7-3-21
108,0.8853459,25,6.0002484,6.0002484,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.984238,NA-ion_270040-7-3-21
109,0.8851845,25,6.0001855,6.0001855,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.984058572,NA-ion_270040-7-3-21
110,0.8850172,25,6.0002499,6.0002499,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.983872585,NA-ion_270040-7-3-21
111,0.8848507,25,6.0002651,6.0002651,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.983687487,NA-ion_270040-7-3-21
112,0.8845247,25,6.0002632,6.0002632,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.983325073,NA-ion_270040-7-3-21
113,0.8845215,25,6.0002756,6.0002756,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.983321516,NA-ion_270040-7-3-21
114,0.8841854,25,6.0002542,6.0002542,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.982947874,NA-ion_270040-7-3-21
115,0.8840212,25,6.0002279,6.0002279,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.982765333,NA-ion_270040-7-3-21
116,0.8838546,25,6.0002427,6.0002427,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.982580124,NA-ion_270040-7-3-21
117,0.8835155,25,6.0002513,6.0002513,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.982203147,NA-ion_270040-7-3-21
118,0.8831828,25,6.0002136,6.0002136,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.981833285,NA-ion_270040-7-3-21
119,0.8830186,25,6.0002065,6.0002065,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.981650744,NA-ion_270040-7-3-21
120,0.8826821,25,6.0002427,6.0002427,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.981276657,NA-ion_270040-7-3-21
121,0.8823454,25,6.0002084,6.0002084,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.980902348,NA-ion_270040-7-3-21
122,0.8820162,25,6.0002055,6.0002055,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.980536377,NA-ion_270040-7-3-21
123,0.8816807,25,6.0002217,6.0002217,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.980163402,NA-ion_270040-7-3-21
124,0.880676,25,6.0002069,6.0002069,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.979046478,NA-ion_270040-7-3-21
125,0.8800156,25,6.0001931,6.0001931,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.978312312,NA-ion_270040-7-3-21
126,0.8795129,25,6.0002007,6.0002007,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.977753461,NA-ion_270040-7-3-21
127,0.8790126,25,6.0002265,6.0002265,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.977197278,NA-ion_270040-7-3-21
128,0.8791819,25,6.000216,6.000216,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.977385489,NA-ion_270040-7-3-21
129,0.8790178,25,6.0001917,6.0001917,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.977203059,NA-ion_270040-7-3-21
130,0.8786778,25,6.0002341,6.0002341,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.976825082,NA-ion_270040-7-3-21
131,0.8785155,25,6.0001788,6.0001788,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.976644653,NA-ion_270040-7-3-21
132,0.8785144,25,6.0002065,6.0002065,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.97664343,NA-ion_270040-7-3-21
133,0.8783446,25,6.0002341,6.0002341,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.976454663,NA-ion_270040-7-3-21
134,0.8781886,25,6.0003357,6.0003357,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.976281238,NA-ion_270040-7-3-21
135,0.8780262,25,6.0003233,6.0003233,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.976100699,NA-ion_270040-7-3-21
136,0.8781956,25,6.0003176,6.0003176,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.97628902,NA-ion_270040-7-3-21
137,0.8780354,25,6.0003772,6.0003772,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.976110926,NA-ion_270040-7-3-21
138,0.8778709,25,6.000474,6.000474,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975928052,NA-ion_270040-7-3-21
139,0.8778861,25,6.0004816,6.0004816,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.97594495,NA-ion_270040-7-3-21
140,0.8778906,25,6.0005255,6.0005255,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975949952,NA-ion_270040-7-3-21
141,0.8777261,25,6.0005717,6.0005717,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975767078,NA-ion_270040-7-3-21
142,0.8775708,25,6.0005589,6.0005589,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975594431,NA-ion_270040-7-3-21
143,0.8775606,25,6.0006204,6.0006204,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975583092,NA-ion_270040-7-3-21
144,0.8773986,25,6.0005937,6.0005937,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975402996,NA-ion_270040-7-3-21
145,0.8772374,25,6.0005436,6.0005436,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975223791,NA-ion_270040-7-3-21
146,0.877231,25,6.0006418,6.0006418,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975216676,NA-ion_270040-7-3-21
147,0.8772357,25,6.0005951,6.0005951,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975221901,NA-ion_270040-7-3-21
148,0.8770715,25,6.0005965,6.0005965,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.97503936,NA-ion_270040-7-3-21
149,0.8770674,25,6.0006785,6.0006785,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.975034802,NA-ion_270040-7-3-21
150,0.8769001,25,6.0005684,6.0005684,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.974848815,NA-ion_270040-7-3-21
151,0.8767393,25,6.0006113,6.0006113,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.974670053,NA-ion_270040-7-3-21
152,0.8769054,25,6.0006452,6.0006452,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.974854707,NA-ion_270040-7-3-21
153,0.8767377,25,6.0006661,6.0006661,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.974668275,NA-ion_270040-7-3-21
154,0.8765778,25,6.0006008,6.0006008,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.974490514,NA-ion_270040-7-3-21
155,0.8765798,25,6.0006766,6.0006766,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.974492737,NA-ion_270040-7-3-21
156,0.8764058,25,6.0007071,6.0007071,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.974299302,NA-ion_270040-7-3-21
157,0.876251,25,6.0006657,6.0006657,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.974127211,NA-ion_270040-7-3-21
158,0.8762475,25,6.0006657,6.0006657,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.97412332,NA-ion_270040-7-3-21
159,0.8760768,25,6.0006714,6.0006714,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.973933553,NA-ion_270040-7-3-21
160,0.8759145,25,6.0006723,6.0006723,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.973753124,NA-ion_270040-7-3-21
161,0.8759118,25,6.0006824,6.0006824,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.973750123,NA-ion_270040-7-3-21
162,0.8757455,25,6.0006685,6.0006685,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.973565247,NA-ion_270040-7-3-21
163,0.8755812,25,6.0006423,6.0006423,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.973382595,NA-ion_270040-7-3-21
164,0.8755732,25,6.0006685,6.0006685,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.973373701,NA-ion_270040-7-3-21
165,0.8755798,25,6.0006351,6.0006351,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.973381039,NA-ion_270040-7-3-21
166,0.8752472,25,6.0006723,6.0006723,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.973011288,NA-ion_270040-7-3-21
167,0.875078,25,6.0007005,6.0007005,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.972823188,NA-ion_270040-7-3-21
168,0.875082,25,6.0006905,6.0006905,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.972827635,NA-ion_270040-7-3-21
169,0.8749122,25,6.0006657,6.0006657,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.972638868,NA-ion_270040-7-3-21
170,0.8747422,25,6.0006342,6.0006342,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.97244988,NA-ion_270040-7-3-21
171,0.8747336,25,6.0006437,6.0006437,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.972440319,NA-ion_270040-7-3-21
172,0.8744109,25,6.0006356,6.0006356,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.972081574,NA-ion_270040-7-3-21
